,image_path,label
52,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0052.jpg,"alley,night,motorcycle,tree,light,sky"
53,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0053.jpg,"alley,house,sky,motorcycle,tree"
54,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0054.webp,"alley,house,sky,motorcycle,tree"
55,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0055.jpg,"alley,tree"
56,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0056.jpg,"alley,tree,house,sky"
57,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0057.jpg,"alley,motorcycle,people,tree,sky,house"
58,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0058.jpg,"alley,people,motorcycle,tree"
59,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0059.jpg,"alley,sky,motorcycle,people"
60,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0060.jpg,"alley,car,tree,house,sky"
61,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0061.jpg,"alley,house,motorcycle,tree"
62,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0062.jpg,"alley,sky,house,tree,motorcycle,people"
63,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0063.jpg,"alley,motorcycle"
64,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0064.jpg,"alley,motorcycle,people,house,sky"
65,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0065.jpg,"alley,car,sky,tree,house"
66,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0066.jpg,"alley,tree,house "
67,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0067.jpg,"alley,car,sky,tree,house "
68,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0068.jpg,"alley,motorcycle,tree,people,house"
69,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0069.jpg,"alley,sky,tree,bicycle,sky"
70,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0070.jpg,"alley,motorcycle,tree,building"
71,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0071.jpg,"alley,tree,sky,house "
72,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0072.jpg,"alley,sky,car,tree,house"
73,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0073.jpg,"alley,house,motorcycle,dog,people,sky"
74,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0074.webp,"alley,house,sky,tree"
75,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0075.jpg,"alley,sky,tree,house "
76,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0076.webp,"alley,sky,house,tree "
77,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0077.jpg,"alley,sky,motorcycle,tree,sign_board"
78,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0078.jpg,"alley,motorcycle"
79,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0079.jpg,"alley,house"
80,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0080.jpg,"alley,house,tree"
81,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0081.jpg,alley
82,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0082.jpg,"alley,motorcycle,people,tree"
83,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0083.jpg,"alley,people,motorcycle,sky,house "
84,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0084.jpg,"alley,house,sky"
85,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0085.jpg,"alley,tree,house"
86,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0086.jpg,"alley,people,motorcycle,tree "
87,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0087.jpg,"alley,motorcycle,people,sky,house"
88,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0088.jpg,"alley,tree"
89,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0089.jpg,"alley,sky,sign_board"
90,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0090.jpg,"alley,sign_board,motorcycle,tree"
91,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0091.jpg,"alley,motorcycle,people,house,tree"
92,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0092.jpg,"alley,sky,house"
93,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0093.jpg,"alley,motorcycle,house"
94,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0094.jpg,"alley,motorcycle,house"
95,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0095.jpg,"alley,people"
96,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0096.jpg,"alley,house,motorcycle,car,people,tree"
97,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0097.jpg,"alley,house,tree"
98,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0098.jpg,"alley,house,tree,sky"
99,/content/gdrive/MyDrive/CS114-ML/dataset/alley/IMG_0099.jpg,"alley,motorcycle,people,house,flower"
100,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0100.jpg,"art,tree"
101,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0101.jpg,art
102,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0102.webp,"art,flower"
103,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0103.jpg,art
104,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0104.jpg,"art,people,flower"
105,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0105.jpg,"art,people,flower"
106,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0106.jpg,"art,people"
107,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0107.webp,art
108,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0108.webp,"art,book,light,flower"
109,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0109.webp,"art,tree"
110,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0110.jpg,"art,tree"
111,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0111.jpg,"art,flower,flower_pot,beverage"
112,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0112.jpg,art
113,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0113.webp,art
114,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0114.jpg,art
115,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0115.webp,art
116,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0116.jpg,art
117,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0117.webp,art
118,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0118.jpg,art
119,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0119.webp,"art,people"
120,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0120.webp,art
121,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0121.jpg,"art,light,people"
122,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0122.jpg,"art,sun,tree,sky"
123,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0123.jpg,"art,tree,house"
124,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0124.jpg,"art,tree"
125,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0125.jpg,art
126,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0126.jpg,"art,sun,sky,tree"
127,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0127.jpg,"art,flower"
128,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0128.jpg,art
129,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0129.jpg,"art,tree,house"
130,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0130.webp,"art,tree"
131,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0131.jpg,"art,tree"
132,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0132.webp,art
133,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0133.jpg,"art,flower"
134,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0134.jpg,"art,tree,house,sky"
135,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0135.jpg,"art,tree,sky"
136,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0136.jpg,"art,people,house,tree"
137,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0137.webp,"art,light,book,people"
138,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0138.jpg,"art,people,sky"
139,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0139.webp,"art,tree,sky"
140,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0140.webp,art
141,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0141.jpg,art
142,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0142.jpg,"art,tree"
143,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0143.jpg,"art,people"
144,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0144.jpg,"art,people"
145,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0145.jpg,"art,people,tree"
146,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0146.jpg,"art,light,tree,beach,sky"
147,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0147.webp,art
148,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0148.webp,"art,cat"
149,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0149.jpg,art
150,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0150.jpg,"art,cat"
151,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0151.jpg,"art,motorcycle,people,sky"
152,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0152.jpg,"art,street "
153,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0153.jpg,art
154,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0154.jpg,art
155,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0155.webp,"art,people,tree"
156,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0156.jpg,"art,people_group,people"
157,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0157.jpg,"art,people"
158,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0158.jpg,"art,people,tree,people_group"
159,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0159.jpg,"art,people,tree"
160,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0160.jpg,art
161,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0161.jpg,"art,people"
162,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0162.jpg,"art,people"
163,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0163.jpg,"art,people,motorcycle,tree,alley"
164,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0164.jpg,art
165,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0165.jpg,"art,street,sky,car,tree"
166,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0166.jpg,art
167,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0167.jpg,"art,people"
168,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0168.jpg,"art,people,motorcycle,car"
169,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0169.jpg,art
170,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0170.jpg,art
171,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0171.webp,art
172,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0172.jpg,"art,people_group"
173,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0173.jpg,"art,people"
174,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0174.webp,art
175,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0175.jpg,"art,people"
176,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0176.jpg,art
177,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0177.jpg,art
178,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0178.jpg,"art,flower"
179,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0179.jpg,art
180,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0180.jpg,"art,flower,flower_pot "
181,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0181.png,art
182,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0182.webp,"art,people_group,people"
183,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0183.jpg,"art,people_group,people"
184,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0184.jpg,"art,people_group,people"
185,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0185.webp,"art,people"
186,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0186.jpg,"art,flower,flower"
187,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0187.jpg,art
188,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0188.jpg,"art,sun"
189,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0189.jpg,"art,people"
190,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0190.jpg,art
191,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0191.jpg,art
192,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0192.webp,"art,people"
193,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0193.webp,"art,people"
194,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0194.jpg,art
195,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0195.jpg,"art,car,house,tree,sky"
196,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0196.jpg,"art,people"
197,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0197.jpg,"art,tree"
198,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0198.jpg,"art,people"
199,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0199.jpg,"art,people_group,people,flower"
200,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0200.jpg,"art,people_group,people"
201,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0201.jpg,"art,people_group,people"
202,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0202.jpg,"art,people_group,people"
203,/content/gdrive/MyDrive/CS114-ML/dataset/art/IMG_0203.jpg,"art,people_group,people"
204,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0204.jpg,bag
205,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0205.jpg,bag
206,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0206.jpg,"bag,art,book"
207,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0207.jpg,bag
208,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0208.jpg,bag
209,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0209.jpg,bag
210,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0210.jpg,bag
211,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0211.webp,bag
212,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0212.jpg,"bag,tree"
213,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0213.jpg,"bag,flower"
214,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0214.jpg,bag
215,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0215.jpg,bag
216,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0216.jpg,bag
217,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0217.jpg,bag
218,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0218.jpg,bag
219,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0219.webp,"bag,art"
220,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0220.jpg,bag
221,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0221.jpg,bag
222,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0222.jpg,bag
223,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0223.jpg,bag
224,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0224.jpg,bag
225,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0225.jpg,bag
226,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0226.jpg,bag
227,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0227.jpg,bag
228,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0228.jpg,bag
229,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0229.jpg,bag
230,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0230.webp,bag
231,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0231.webp,bag
232,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0232.webp,bag
233,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0233.jpg,bag
234,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0234.png,bag
235,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0235.jpg,bag
236,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0236.jpg,bag
237,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0237.jpg,bag
238,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0238.jpg,bag
239,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0239.webp,bag
240,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0240.jpg,bag
241,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0241.jpg,"bag,people"
242,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0242.jpg,bag
243,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0243.jpg,bag
244,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0244.jpg,"bag,tree"
245,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0245.jpg,"bag,bicycle,tree"
246,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0246.jpg,bag
247,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0247.jpg,"bag,people"
248,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0248.jpg,"bag,people"
249,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0249.jpg,"bag,people,sky,tree,street"
250,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0250.jpg,bag
251,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0251.jpg,"bag,people,tree"
252,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0252.jpg,"bag,tree,sky"
253,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0253.png,"bag,people,tree"
254,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0254.jpg,bag
255,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0255.jpg,"bag,people"
256,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0256.jpg,bag
257,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0257.jpg,bag
258,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0258.jpg,bag
259,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0259.jpg,bag
260,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0260.jpg,bag
261,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0261.jpg,"bag,people"
262,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0262.png,"bag,people,tree,sky"
263,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0263.jpg,"bag,tree"
264,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0264.jpg,"bag,people,tree"
265,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0265.jpg,"bag,people,tree"
266,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0266.jpg,bag
267,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0267.jpg,bag
268,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0268.jpg,bag
269,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0269.jpg,"bag,flower"
270,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0270.jpg,"bag,flower"
271,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0271.jpg,bag
272,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0272.jpg,bag
273,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0273.jpg,"bag,flower"
274,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0274.jpg,bag
275,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0275.jpg,bag
276,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0276.jpg,bag
277,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0277.jpg,bag
278,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0278.jpg,bag
279,/content/gdrive/MyDrive/CS114-ML/dataset/bag/IMG_0279.jpg,"bag,people"
